ID,date,history,reopenings,comments,numWords,score1,score2
ZEPPELIN-1792,2016-12-12,,0,4,158,1,-2
ZEPPELIN-1791,2016-12-12,"Date: 2016-12-12T14:08:40.610-08:00, From: Open To: Resolved",0,2,60,1,-1
ZEPPELIN-1790,2016-12-12,,0,1,27,1,-1
ZEPPELIN-1789,2016-12-12,"Date: 2017-01-04T18:12:49.995-08:00, From: Open To: Resolved",0,13,906,3,-2
ZEPPELIN-1788,2016-12-12,,0,2,60,1,-1
ZEPPELIN-1787,2016-12-12,"Date: 2016-12-13T09:01:24.992-08:00, From: Open To: In ProgressDate: 2017-01-11T19:09:29.071-08:00, From: In Progress To: Resolved",0,25,1404,3,-3
ZEPPELIN-1786,2016-12-11,"Date: 2016-12-22T08:44:59.648-08:00, From: Open To: Resolved",0,14,501,2,-2
ZEPPELIN-1785,2016-12-10,"Date: 2016-12-15T10:45:43.669-08:00, From: Open To: Resolved",0,16,1064,2,-2
ZEPPELIN-1784,2016-12-10,"Date: 2016-12-14T18:54:35.424-08:00, From: Open To: Resolved",0,2,222,1,-2
ZEPPELIN-1783,2016-12-09,"Date: 2016-12-11T22:05:17.757-08:00, From: Open To: Resolved",0,2,147,2,-2
ZEPPELIN-1782,2016-12-09,,0,1,51,1,-1
ZEPPELIN-1781,2016-12-09,"Date: 2017-01-26T21:11:51.136-08:00, From: Open To: Resolved",0,14,858,2,-3
ZEPPELIN-1780,2016-12-09,,0,0,2,1,-1
ZEPPELIN-1779,2016-12-09,"Date: 2016-12-13T09:25:43.168-08:00, From: Open To: Resolved",0,8,528,2,-3
ZEPPELIN-1778,2016-12-09,,0,0,2,1,-1
ZEPPELIN-1777,2016-12-08,,0,1,30,1,-1
ZEPPELIN-1776,2016-12-08,"Date: 2016-12-14T18:55:46.680-08:00, From: Open To: Resolved",0,5,209,1,-2
ZEPPELIN-1775,2016-12-08,,0,0,2,1,-1
ZEPPELIN-1774,2016-12-08,,0,4,415,3,-4
ZEPPELIN-1773,2016-12-08,"Date: 2016-12-14T18:53:03.584-08:00, From: Open To: Resolved",0,7,638,1,-2
ZEPPELIN-1772,2016-12-08,"Date: 2016-12-08T15:35:45.281-08:00, From: Open To: Closed",0,1,24,1,-1
ZEPPELIN-1771,2016-12-08,"Date: 2016-12-13T08:14:06.904-08:00, From: Open To: In ProgressDate: 2016-12-13T08:14:26.204-08:00, From: In Progress To: Resolved",0,4,257,2,-2
ZEPPELIN-1770,2016-12-08,"Date: 2017-01-16T09:27:28.890-08:00, From: Open To: Resolved",0,20,884,3,-2
ZEPPELIN-1769,2016-12-08,"Date: 2016-12-14T18:57:22.784-08:00, From: Open To: Resolved",0,4,226,2,-2
ZEPPELIN-1768,2016-12-07,"Date: 2016-12-07T23:16:45.986-08:00, From: Open To: Closed",0,2,72,1,-2
ZEPPELIN-1767,2016-12-07,"Date: 2016-12-14T17:58:54.840-08:00, From: Open To: Resolved",0,14,843,2,-2
ZEPPELIN-1766,2016-12-07,,0,17,1237,3,-3
